registered_business_name,facility_name,state,suburb,street_address,postcode,primary_anzsic_class_code,primary_anzsic_class_name,main_activities,abn,acn,facility_website,latest_report_year,latest_report_url
CENTENNIAL AIRLY PTY. LIMITED,AIRLY MINE,NSW,Capertee,Glen Davis Road,2846,0600,Coal Mining,Mining for Coal,84078693722,,http://www.centennialcoal.com.au,2023/2024,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/NSW/year/2024/jurisdiction-facility/1244
CENTENNIAL ANGUS PLACE PTY LTD,Angus Place Colliery,NSW,Lidsdale,Wolgan Road,2847,0600,Coal Mining,Underground coal mining and coal handling,87101508945,,http://www.centennialcoal.com.au,2014/2015,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/NSW/year/2015/jurisdiction-facility/536
CENTENNIAL MANDALONG PTY LTD,Mandalong Mine,NSW,Mandalong,12 Kerri Anderson Drive,2264,0600,Coal Mining,Underground coal mining and coal handling,74101508892,101508892,http://www.centennialcoal.com.au,2023/2024,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/NSW/year/2024/jurisdiction-facility/490
CENTENNIAL MUNMORAH PTY LIMITED,Munmorah Colliery,NSW,Doyalson,Doyalson Road,2262,0600,Coal Mining,Decommissioned Underground coal mining and coal handling.,91101508963,101508963,http://www.centennialcoal.com.au,2007/2008,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/NSW/year/2008/jurisdiction-facility/570
CENTENNIAL MYUNA PTY LTD,Myuna Colliery,NSW,Wangi Wangi,Wangi Point Road,2267,0600,Coal Mining,Underground coal mining and coal handling. Limited preparation/stockpiling and no washing of coal,95101508981,101508981,http://www.centennialcoal.com.au,2023/2024,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/NSW/year/2024/jurisdiction-facility/489
CENTENNIAL NEWSTAN PTY LTD,Awaba Colliery,NSW,Awaba,Wilton Road,2283,0600,Coal Mining,Underground coal mining,68101508865,101508865,http://www.centennialcoal.com.au,2011/2012,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/NSW/year/2012/jurisdiction-facility/709
CENTRAL COAST COUNCIL,Green Point Landfill Flare,NSW,Green Point,KOOLANG ROAD,2251,2921,Waste Treatment and Disposal Services,Landfill flare,73149644003,,http://www.centralcoast.nsw.gov.au,2023/2024,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/NSW/year/2024/jurisdiction-facility/1359
CENTRAL ENERGY POWER P/L,Brewer Power Station,NT,Alice Springs,BREWER RD,0872,2611,Fossil Fuel Electricity Generation,Production of electricity for supply to Alice Springs grid,99072604981,072604981,,2013/2014,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/NT/year/2014/jurisdiction-facility/NT322
CENTRAL GOLDFIELDS SHIRE COUNCIL,Carisbrook Landfill,VIC,Carisbrook,POTTS LA,3464,2921,Waste Treatment and Disposal Services,Waste Disposal,82120379784,,,2023/2024,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/VIC/year/2024/jurisdiction-facility/00022780
CENTRAL PETROLEUM (NT) PTY LTD,BECGS-Dingo Gas Field,NT,Hugh,Brewer Road,0870,0700,Oil and Gas Extraction,Gas production,95009718183,009718183,,2023/2024,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/NT/year/2024/jurisdiction-facility/NT542
CENTRAL PRE-MIX CONCRETE PTY LTD,Rockbank Quarry,VIC,Rockbank,393 LEAKES RD,3335,0919,Other Construction Material Mining,Quarrying of road base and concrete aggregates,62008070862,008070862,http://www.adbri.com.au,2023/2024,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/VIC/year/2024/jurisdiction-facility/00022767
